kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,aciklama,solusyon_fatura,bidon_acilisi,uts_no
AMELIYAT MASASI,YURTDIŞI,2019/272,2019-11-06,MED STANDART,MED STANDART,UKRAYNA,STR 2000,AMELİYAT MASASI,*,2019/02-067,25,2019-12-01,,,,,
AMELIYAT MASASI,ÖZEL,2019/277,2019-11-22,SANCAKTEPE PROF.DR.İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,SANCAKTEPE PROF.DR.İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-068,1,2019-11-23,,,,,
AMELIYAT MASASI,DMO,2019/278,2019-11-22,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-069,1,2019-11-23,,,,,
AMELIYAT MASASI,DMO,2019/279,2019-11-22,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-070,1,2019-11-23,,,,,
AMELIYAT MASASI,ÖZEL,2019/010  YÜKSELİŞ,2019-12-03,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,İZMİR,TKF 1100   ,AMELİYAT MASASI,*,2019/02-072,7,2019-12-10,,,,,
AMELIYAT MASASI,ÖZEL,2019/011 YÜKSELİŞ,2019-12-03,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,İZMİR,TKF 1100   ,AMELİYAT MASASI,*,2019/02-071,7,2019-12-10,,,,,
AMELIYAT MASASI,DMO,2019/009 YÜKSELİŞ,2019-11-22,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,EDİRNE UZUNKÖPRÜ DEVLET HASTANESİ,EDİRNE,TKF 1100   ,AMELİYAT MASASI,*,2019/02-074,59,2020-01-20,,,,,
AMELIYAT MASASI,ÖZEL,2019/311,2019-12-19,RADON MEDİKAL,ANKARA ÜNİVERSİTESİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-078,1,2019-12-20,,,,,
AMELIYAT MASASI,DMO,2019/013 YÜKSELİŞ,2019-12-13,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ISPARTA SÜLEYMAN DEMİREL ÜNİVERSİTESİ UYGULAMA ARAŞTIRMA HASTANESİ,ISPARTA,TKF 1100,AMELİYAT MASASI,*,2019/02-035,59,2020-02-10,,,,,
AMELIYAT MASASI,ÖZEL,2019/322,2019-12-13,ÖZEL EGEKENT SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,ÖZEL EGEKENT SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,DENİZLİ,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-079,1,2019-12-14,,,,,
AMELIYAT MASASI,ÖZEL,2019/333,2019-12-23,TOMKER SAĞLIK HİZMETLERİ A.Ş.,İRMET HOSPİTAL,TEKİRDAĞ,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-080,31,2020-01-23,,,,,
AMELIYAT MASASI,YURTDIŞI,2019/335,2019-12-25,IRAK,IRAK,IRAK,STR 2000 F,AMELİYAT MASASI,*,2019/02-082,2,2019-12-27,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/034,2020-02-25,MED İNSPİRE,MED İNSPİRE,ÖZBEKİSTAN,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-003,7,2020-03-03,,,,,
AMELIYAT MASASI,ÖZEL,2020/035,2020-02-28,RADON MEDİKAL,BAŞKENT HASTANESİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-002,15,2020-02-28,,,,,
AMELIYAT MASASI,DEMO,2020/036,2020-03-09,ORDU KADIN DOĞUM HASTANESİ,ORDU KADIN DOĞUM HASTANESİ,ORDU,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-004,15,2020-03-09,,,,,
AMELIYAT MASASI,DMO,2020/037,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-026,11,2020-05-10,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/038,2020-06-08,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,STR 2000 F,AMELİYAT MASASI,*,,2020/02-048 IRAKTI STOK OLDU,2020-06-20,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/039,2020-12-14,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2020/02-066,15,2020-12-14,,,,,
AMELIYAT MASASI,DMO,2020/094,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-009,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/095,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-010,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/096,2019-12-10,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,NEVŞEHİR DEVLET HASTANESİ,NEVŞEHİR,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-005,15,2020-08-10,,,,,
AMELIYAT MASASI,DMO,2020/097,2019-12-10,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,NEVŞEHİR DEVLET HASTANESİ,NEVŞEHİR,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-006,15,2020-08-10,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/098,2020-03-13,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2000 f,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,DMO,2020/131,2020-04-13,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-027,27,2020-05-10,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/132,2020-05-21,MAX MEDİCA COMPANY,MAX MEDİCA COMPANY,IRAK,STR 2000 F,AMELİYAT MASASI,*,2020/02-046,30,DERHAL,,,,,
AMELIYAT MASASI,STOK,2020/133,2020-04-16,STOK,STOK,STOK,2000 F,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/134,2020-04-16,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,STOK,2000 F,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/135,2020-05-21,MAX MEDİCA COMPANY,MAX MEDİCA COMPANY,IRAK,STR 2000 F,AMELİYAT MASASI,*,2020/02-045,30,DERHAL,,,,,
AMELIYAT MASASI,DMO,2019/308,2020-04-16,DMO DİYARBAKIR BÖLGE MÜDRÜLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-075,64,2020-06-19,,,,,
AMELIYAT MASASI,DMO,2019/309,2020-04-16,DMO DİYARBAKIR BÖLGE MÜDRÜLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-076,64,2020-06-19,,,,,
AMELIYAT MASASI,DMO,2019/310,2020-04-16,DMO DİYARBAKIR BÖLGE MÜDRÜLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-077,64,2020-06-19,,,,,
AMELIYAT MASASI,DMO,2019/333,2020-04-16,DMO DİYARBAKIR BÖLGE MÜDRÜLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-081,64,2020-06-19,,,,,
AMELIYAT MASASI,DMO,2020/136,2019-12-10,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,NEVŞEHİR DEVLET HASTANESİ,NEVŞEHİR,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-007,60,2020-08-10,,,,,
AMELIYAT MASASI,DMO,2020/137,2019-12-10,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,NEVŞEHİR DEVLET HASTANESİ,NEVŞEHİR,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-008,60,2020-08-10,,,,,
AMELIYAT MASASI,DMO,2020/150,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-011,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/151,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-012,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/152,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-013,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/153,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-014,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/154,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-015,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/155,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-016,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/156,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-017,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/157,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-018,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/158,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-019,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/159,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-020,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/160,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-021,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/161,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-022,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/162,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-023,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/163,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-024,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/164,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-025,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/165,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-028,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/166,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-029,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/167,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-030,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/168,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-031,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/170,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-032,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/171,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-033,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/172,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-034,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/173,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-035,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/174,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-036,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/175,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-037,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/176,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-038,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/177,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-039,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/178,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE SAHRA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-040,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/179,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-041,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/180,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-042,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/181,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,CİZRE DEVLET HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-043,11,2020-05-10,,,,,
AMELIYAT MASASI,DMO,2020/182,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,CİZRE DEVLET HASTANESİ,ŞIRNAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-044,11,2020-05-10,,,,,
AMELIYAT MASASI,ÖZEL,2020/237,2020-09-25,SİEMENS HEALTHCARE SAĞLIK A.Ş.,SAMSUN 19 MAYIS ÜNİVERSİTESİ,SAMSUN,STR 2000 F,AMELİYAT MASASI,*,2020/02-049,2,2020-09-27,,,,,
AMELIYAT MASASI,ÖZEL,2020/238,2020-09-07,ATESE MEDİKAL,ARNAVUTLUK,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-050,30,2020-10-07,,,,,
AMELIYAT MASASI,2021 DE DEMO OLARAK GİTTİ,2020/240,2020-06-10,2021 DE DEMO OLARAK GİTTİ,2021 DE DEMO OLARAK GİTTİ,2021 DE DEMO OLARAK GİTTİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/241,2020-06-10,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,ÖZEL,2020/291,2020-07-27,RADON MEDİKAL,RADON MEDİKAL,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-051,92,2020-10-27,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/292,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-052,7,2020-08-11,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/293,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-053,7,2020-08-11,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/294,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-054,7,2020-08-11,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/295,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-055,7,2020-08-11,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/296,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-056,7,2020-08-11,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/297,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-057,7,2020-08-11,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/298,2020-08-04,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-058,7,2020-08-11,,,,,
AMELIYAT MASASI,DMO,2020/335,2020-09-21,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-059,11,2020-10-02,,,,,
AMELIYAT MASASI,DMO,2020/336,2020-09-21,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-060,11,2020-10-02,,,,,
AMELIYAT MASASI,DMO,2020/337,2020-09-21,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-061,11,2020-10-02,,,,,
AMELIYAT MASASI,DMO,2020/338,2020-09-21,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-062,11,2020-10-02,,,,,
AMELIYAT MASASI,DMO,2020/339,2020-09-21,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-063,11,2020-10-02,,,,,
AMELIYAT MASASI,DMO,2020/340,2020-09-21,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-064,11,2020-10-02,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/341,2020-09-22,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,SERVİSİN MASASI YERİNE YENİ BİNASI İÇİN DEMO OLARAK BIRAKILDI,,,,,,
AMELIYAT MASASI,ÖZEL,2020/342,2020-10-27,ÖZEL VATAN HASTANESİ,ÖZEL VATAN HASTANESİ,KAHRAMANMARAŞ,GOLDBERG 5S,AMELİYAT MASASI,*,2020/02-065,15,2020-10-02,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/356,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/357,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/358,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/359,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/360,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/361,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/362,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,2021 DE SATIŞA ÇEVRİLDİ,2020/363,2020-10-07,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,2021 DE SATIŞA ÇEVRİLDİ,GOLDBERG 5S,AMELİYAT MASASI,*,,,,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/362,2021-01-04,KOMED KOSOVA,KOMED KOSOVA,KOSOVA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-001,16,2021-01-20,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/359,2021-01-07,ETKİN TIBBİ CİHAZLAR,ETKİN TIBBİ CİHAZLAR,ROMANYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-007,5,2021-01-12,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/341,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-002,16,2021-01-23,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/361,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-003,16,2021-01-23,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/360,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-004,16,2021-01-23,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/357,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-005,16,2021-01-23,,,,,
AMELIYAT MASASI,YURTDIŞI,2020/358,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-006,16,2021-01-23,,,,,
AMELIYAT MASASI,DEMO,2020/240,2021-02-02,TARSUS DEVLET HASTANESİ,TARSUS DEVLET HASTANESİ,MERSİN,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-008,,2021-02-02,,,,,
AMELIYAT MASASI,DMO,2021/022,2021-02-04,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-013,19,2021-02-23,,,,,
AMELIYAT MASASI,DMO,2021/023,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-010,37,2021-03-21,,,,,
AMELIYAT MASASI,DMO,2021/024,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-014,37,2021-03-21,,,,,
