kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparisin_durumu,irsaliye_tarihi
yikama,DMO,2023/318,2024-03-13,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ISPARTA ŞEHİT YUNUS EMRE DEVLET HASTANESİ,ISPARTA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-025,60 GÜN,2024-05-12,,
yikama,ÖZEL,2023/319,2024-03-15,ÖZEL EVDİŞ POLİKLİNİĞİ,ÖZEL EVDİŞ POLİKLİNİĞİ,SAKARYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-026,65 GÜN,2024-04-14,,
yikama,DMO,2023/329,2024-03-15,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ÇORUM İL SAĞLIK MÜDÜRLÜĞÜ (ÇORUM ADSM),ÇORUM,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-071,65 GÜN,2024-05-19,,
yikama,DMO,2023/322,2024-03-15,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA MARMARİS DEVLET HASTANESİ,MUĞLA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-031,65 GÜN,2024-05-19,,
yikama,DMO,2023/321,2024-02-27,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,ADIYAMAN EĞİTİM VE ARAŞTIRMA HASTANESİ,ADIYAMAN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-030,65 GÜN,2024-05-02,,
yikama,DMO,2024/238,2024-03-20,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ÇORUM AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ÇORUM,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-072,65 GÜN,2024-05-24,,
yikama,YURTDIŞI,2023/324,2024-03-12,AZERBAYCAN,AZERBAYCAN,AZERBAYCAN,GY 290 O,290 LT TEK KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-023,65 GÜN,2024-04-15,,
yikama,YURTDIŞI,2023/325,2024-03-12,AZERBAYCAN,AZERBAYCAN,AZERBAYCAN,GY 290 O,290 LT TEK KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-024,65 GÜN,2024-04-15,,
yikama,DMO,2023/327,2023-09-15,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,ORDU İL SAĞLIK MÜDÜRLÜĞÜ,ORDU,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-039,65 GÜN,2024-06-19,,
yikama,DMO,2023/326,2024-04-19,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA MAMAK AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-038,65 GÜN,2024-06-23,,
yikama,ÖZEL,2023/328,2024-05-02,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-040,65 GÜN,2024-07-06,,
yikama,DMO,2023/320,2024-05-10,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,KOCAELİ DERİNCE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,İSTANBUL,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-028,65 GÜN,2024-07-14,,
yikama,ÖZEL,2023/311,2024-04-04,GÖLBAŞI ADSM,GÖLBAŞI ADSM,ANKARA,GY 150,150 LT TEZGAHALTI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,150 LT,2024/05-035,60 GÜN,2024-06-03,,
yikama,ÖZEL,2024/198,2024-04-05,ANKARA 75. YIL ADSM ,ANKARA 75. YIL ADSM ,ANKARA,GY 150,150 LT TEZGAHALTI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,150 LT,2024/05-036,65 GÜN,2024-06-04,,
yikama,ÖZEL,2024/199,2024-04-06,ANKARA 75. YIL ADSM ,ANKARA 75. YIL ADSM ,ANKARA,GY 150,150 LT TEZGAHALTI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,150 LT,2024/05-037,65 GÜN,2024-06-05,,
yikama,ÖZEL,2023/323,2024-07-03,KOSOVA MEDKALPARK HASTANESİ,KOSOVA MEDİKALPARK HASTANESİ,KOSOVA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-032,65 GÜN,2024-07-10,,
yikama,DMO,2024/247,2024-07-26,DMO ELEZIĞ BÖLGE  MÜDÜRLÜĞÜ,SİVAS İL SAĞLIK MÜDÜRLÜĞÜ -SİVAS AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SİVAS,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-073,60 GÜN,2024-09-24,,
yikama,DMO,2024/270,2024-08-14,DMO MERSİN İRTİBAT BÜROSU,ADANA İL SAĞLIK MÜDÜRLÜĞÜ -KARŞIYAKA DEVLET HASTANESİ,ADANA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-074,60 GÜN,2024-10-13,,
yikama,ÖZEL,2024/239,2024-07-05,ADANA 5 OCAK DEVLET HASTANESİ,ADANA 5 OCAK DEVLET HASTANESİ,ADANA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-101,65 GÜN,2024-09-03,,
yikama,ÖZEL,2023/085,2024-05-16,İZMİR DEMOKRASİ ÜNV.DİŞ HEKİMLİĞİ FAK.,İZMİR DEMOKRASİ ÜNV.DİŞ HEKİMLİĞİ FAK.,İZMİR,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-001,65 GÜN,2024-07-15,,
yikama,ÖZEL,2023/301,2024-07-22,SAMSUN MEDİKAL GRUP ÖZEL SAĞLIK HİZ.AŞ.,MEDİKALPARK GÖZTEPE HASTANESİ,İSTANBUL,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-055,65 GÜN,2024-08-09,,
yikama,ÖZEL,2024/243,2024-07-18,SAMSUN MEDİKAL GRUP ÖZEL SAĞLIK HİZ.AŞ.,MEDİKALPARK SAMSUN HASTANESİ,SAMSUN,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-118,65 GÜN,2024-07-30,,
yikama,ÖZEL,2024/246,2024-07-22,SAMSUN MEDİKAL GRUP ÖZEL SAĞLIK HİZ.AŞ.,MEDİKALPARK GÖZTEPE HASTANESİ,İSTANBUL,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-119,65 GÜN,2024-08-09,,
yikama,ÖZEL,2024/248,2024-09-21,Eldaş Test ve Kalibrasyon Laboratuvarları,Eldaş Test ve Kalibrasyon Laboratuvarları,ANKARA,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-056,65 GÜN,2024-08-10,,
yikama,DMO,2024/268,2024-08-07,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,KÜTAHYA SAĞLIK BİLİMLERİ ÜN.STJ GELİŞ.D.B.LIĞI,KÜTAHYA,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-121,65 GÜN,2024-10-11,,
yikama,İHALE,2024/233,2024-08-09,DERECİK DEVLET HASTANESİ,DERECİK DEVLET HASTANESİ,HAKKARİ,GY 150,150 LT TEZGAHALTI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,150 LT,2024/05-133,65 GÜN,2024-08-30,,
yikama,DMO,2024/273,2024-08-23,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KONYA KARATAY  AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,KONYA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-047,65 GÜN,2024-10-27,,
yikama,DMO,2024/276,2024-09-03,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ŞEHİT PROF. DR. İLHAN VARANK EĞİTİM VEARAŞTIRMA HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-051,65 GÜN,2024-11-07,,
yikama,DMO,2024/279,2024-09-16,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR SUSURLUK DEVLET HASTANESİ,BALIKESİR,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-054,60 GÜN,2024-11-15,,
yikama,ÖZEL,2024/281,2024-09-21,İNNOPAC MEDİKAL SAN. TİC. LTD. ŞTİ.,İNNOPAC MEDİKAL SAN. TİC. LTD. ŞTİ.,İSTANBUL,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-057,65 GÜN,2024-10-21,,
yikama,DMO,2024/290,2024-09-25,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE DÜZİÇİ DEVLET HASTANESİ,OSMANİYE,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-058,65 GÜN,2024-11-29,,
yikama,DMO,2024/291,2024-09-25,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,KOCAELİ DERİNCE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,İSTANBUL,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-059,65 GÜN,2024-11-29,,
yikama,DMO,2024/292,2024-09-27,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA ETİMESGUT AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-060,66 GÜN,2024-11-30,,
yikama,DMO,2024/294,2024-09-30,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ - DÜZİÇİ DEVLET HASTANESİ,OSMANİYE,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-061,65 GÜN,2024-12-04,,
