kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparis_durumu,irsaliye_tarihi
AMELIYAT MASASI,DMO,2023/218,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-028,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/219,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-029,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/220,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-030,70 GÜN,8/25/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/238,7/4/2023,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-031,70 GÜN,7/12/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/239,7/4/2023,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-032,70 GÜN,7/12/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/244,7/18/2023,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-035,70 GÜN,8/17/2023,,
AMELIYAT MASASI,ÖZEL,2023/245,7/19/2023,BAYPARK HASTANESİ,BAYPARK HASTANESİ,İSTANBUL,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-036,70 GÜN,8/17/2023,,
AMELIYAT MASASI,DMO,2023/246,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-040,70 GÜN,12/19/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/247,8/31/2023,IRAK,IRAK,IRAK,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-037,71 GÜN,9/4/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/248,6/13/2023,BRONCAMED SARL,CASABLANCA MOROCCO,CASABLANCA FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-033,30 GÜN,7/13/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/253,6/13/2023,BRONCAMED SARL,CASABLANCA MOROCCO,CASABLANCA FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-034,30 GÜN,7/13/2023,,
AMELIYAT MASASI,DMO,2023/274,10/9/2023,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ REKTÖRLÜĞÜ UYGULAMA VE ARAŞTIRMA HASTANESİ,SİVAS,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-039,60 GÜN,12/8/2023,,
AMELIYAT MASASI,DMO,2023/275,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-041,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/276,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-042,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/277,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-043,70 GÜN,12/19/2023,,
AMELIYAT MASASI,ÖZEL,2023/278,9/15/2023,ÖZEL FLORYA HASTANESİ,ÖZEL FLORYA HASTANESİ,İSTANBUL,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-038,,9/20/2023,,
AMELIYAT MASASI,DMO,2023/279,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-044,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/280,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-045,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/281,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-046,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/282,11/15/2023,DMO ELEZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ REKTÖRLÜĞÜ UYGULAMA VE ARAŞTIRMA HASTANESİ,SİVAS,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-048,60 GÜN,1/14/2024,,
AMELIYAT MASASI,DMO,2023/336,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-050,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/337,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-051,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/338,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-052,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/339,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-053,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/340,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-054,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/341,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-055,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/388,11/6/2023,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,GİRESUN ÜNİVERSİTESİ PROF.DR.A.İLHAN ÖZDEMİR EĞİTİM VE ARAŞTIRMA HASTANESİ,,ERM 2000 F,AMELİYAT MASASI,,2023/02-047,60 GÜN,1/5/2024,,
AMELIYAT MASASI,DMO,2023/428,2/20/2024,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,TUNCELİ İL SAĞLIK MÜDÜRLÜĞÜ,TUNCELİ,ERM 2000 F,AMELİYAT MASASI,,,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/149,1/19/2024,ORDU GÜRGENTEPE DEVLET HASTANESİ,ORDU GÜRGENTEPE DEVLET HASTANESİ,ORDU,ERM 2000 F,AMELİYAT MASASI,,2024/02-035,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/151,9/2/2024,ÖNDER GRUP MAKİNE İTH. İHR. SAN. TİC. A.Ş.,TURGUTLU DEVLET HASTANESİ,MANİSA,ERM 2000 F,AMELİYAT MASASI,,2024/02-036,60 GÜN,7/13/2024,,
AMELIYAT MASASI,ÖZEL,2023/344,1/25/2024,EREN ENERJİ A.Ş.,BİTLİS DEVLET HASTANESİ,BİTLİS,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-001,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2023/345,1/25/2024,EREN ENERJİ A.Ş.,BİTLİS DEVLET HASTANESİ,BİTLİS,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-002,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2023/389,1/25/2024,EREN ENERJİ A.Ş.,BİTLİS DEVLET HASTANESİ,BİTLİS,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-003,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2024/167,2/14/2024,IEC,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-004,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2024/168,2/14/2024,IEC,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-005,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2024/169,2/14/2024,IEC,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-006,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2024/170,2/14/2024,IEC,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-007,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2023/390,2/14/2024,IP,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-008,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2023/392,2/14/2024,IP,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-009,60 GÜN,,,
AMELIYAT MASASI,DMO,2023/430,2/20/2024,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,TUNCELİ İL SAĞLIK MÜDÜRLÜĞÜ,TUNCELİ,ERM 2000 F,AMELİYAT MASASI,,2024/02-010,60 GÜN,4/20/2024,,
AMELIYAT MASASI,YURTDIŞI,2022/503,12/7/2022,FAS,FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,aşağıda,2024/02-030,60 GÜN,5/10/2024,,
AMELIYAT MASASI,ÖZEL,2023/164,8/16/2024,GHS DANIŞMANLIK MÜHENDİSLİK SAĞLIK HİZMETLERİ SAN. TİC. A.Ş.,GHS DANIŞMANLIK MÜHENDİSLİK SAĞLIK HİZMETLERİ SAN. TİC. A.Ş.,İSTANBUL,GOLDBERG 4 S,AMELİYAT MASASI,,2024/02-031,60 GÜN,8/17/2024,,
AMELIYAT MASASI,ÖZEL,2023/283,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-012,60 GÜN,,,
AMELIYAT MASASI,DMO,2023/391,4/19/2024,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SELÇUK ÜNİVERSİTESİ UYGULAMA VE ARAŞTIRMA HASTANESİ,KONYA,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-013,60 GÜN,6/18/2024,,
AMELIYAT MASASI,DMO,2023/393,3/11/2024,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ UYGULAMA VE ARAŞTIRMA HASTANESİ,SİVAS,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-011,60 GÜN,5/10/2024,,
AMELIYAT MASASI,YURTDIŞI,2023/427,11/28/2023,FAS,FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2024/02-027,60 GÜN,5/10/2024,,
AMELIYAT MASASI,YURTDIŞI,2023/428,11/28/2023,FAS,FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2024/02-028,60 GÜN,5/10/2024,,
AMELIYAT MASASI,YURTDIŞI,2023/429,11/28/2023,FAS,FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2024/02-029,60 GÜN,5/10/2024,,
AMELIYAT MASASI,ÖZEL,2024/190,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-020,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/191,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-021,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/192,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-022,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/193,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-023,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/194,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-024,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/195,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-025,60 GÜN,,,
AMELIYAT MASASI,ÖZEL,2024/196,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-026,60 GÜN,,,
AMELIYAT MASASI,YURTDIŞI,2024/250,7/30/2024,FAS,FAS,FAS,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-032,60 GÜN,8/5/2024,,
AMELIYAT MASASI,DEMO,2024/251,8/9/2024,ANKARA EĞİTİM V E ARAŞTIRMA HASTANESİ,ANKARA EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-033,60 GÜN,8/10/2024,,
AMELIYAT MASASI,DEMO,2024/252,7/30/2024,ANKARA EĞİTİM V E ARAŞTIRMA HASTANESİ,HİBE,ANKARA,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-034,60 GÜN,8/5/2024,,
AMELIYAT MASASI,DMO,2024/253,9/6/2024,MALATYA İL SAĞLIK MÜDÜRLÜĞÜ,MALATYA İL SAĞLIK MÜDÜRLÜĞÜ,MALATYA,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-027,60 GÜN,11/5/2024,,
AMELIYAT MASASI,YURTDIŞI,2024/259,9/19/2024,MET RUSYA,MET RUSYA,RUSYA,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-038,60 GÜN,9/25/2024,,
AMELIYAT MASASI,DEMO,2024/260,9/17/2024,BAFRA DEVLET HASTANESİ,BAFRA DEVLET HASTANESİ,SAMSUN,GOLDBERG 5 S,AMELİYAT MASASI,,2024/02-037,60 GÜN,,,
